state,commodity,modal_price
Uttar Pradesh,White Peas,3050
Uttar Pradesh,Apple,6800
Uttar Pradesh,Banana,2200
Uttar Pradesh,Bottle gourd,700
Uttar Pradesh,Brinjal,900
Uttar Pradesh,Ginger(Green),2450
Uttar Pradesh,Green Chilli,2000
Uttar Pradesh,Gur(Jaggery),3100
Uttar Pradesh,Lemon,1800
Uttar Pradesh,Maize,1160
Uttar Pradesh,Mousambi(Sweet Lime),3200
Uttar Pradesh,Mustard,3650
Uttar Pradesh,Onion,2550
Uttar Pradesh,Paddy(Dhan),1350
Uttar Pradesh,Paddy(Dhan),1950
Uttar Pradesh,Peas(Dry),2725
Uttar Pradesh,Pomegranate,5600
Uttar Pradesh,Potato,480
Uttar Pradesh,Rice,2300
Uttar Pradesh,Tomato,800
Uttar Pradesh,Wheat,1610
Uttar Pradesh,Apple,7320
Uttar Pradesh,Arhar Dal(Tur Dal),6025
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1060
Uttar Pradesh,Banana,2550
Uttar Pradesh,Barley (Jau),1560
Uttar Pradesh,Bengal Gram Dal (Chana Dal),6025
Uttar Pradesh,Bengal Gram(Gram),5100
Uttar Pradesh,Black Gram Dal (Urd Dal),6100
Uttar Pradesh,Brinjal,850
Uttar Pradesh,Garlic,2700
Uttar Pradesh,Green Chilli,3200
Uttar Pradesh,Green Gram Dal (Moong Dal),5925
Uttar Pradesh,Gur(Jaggery),3240
Uttar Pradesh,Maize,1140
Uttar Pradesh,Mustard,3200
Uttar Pradesh,Mustard Oil,8500
Uttar Pradesh,Onion,2700
Uttar Pradesh,Paddy(Dhan),1340
Uttar Pradesh,Potato,470
Uttar Pradesh,Rice,2250
Uttar Pradesh,Tomato,850
Uttar Pradesh,Wheat,1590
Uttar Pradesh,Apple,5750
Uttar Pradesh,Arhar (Tur/Red Gram),3800
Uttar Pradesh,Arhar Dal(Tur Dal),5300
Uttar Pradesh,Banana,1900
Uttar Pradesh,Bengal Gram(Gram),5290
Uttar Pradesh,Black Gram Dal (Urd Dal),5480
Uttar Pradesh,Bottle gourd,1400
Uttar Pradesh,Cauliflower,750
Uttar Pradesh,Garlic,3240
Uttar Pradesh,Green Chilli,1950
Uttar Pradesh,Green Gram (Moong),4830
Uttar Pradesh,Green Gram Dal (Moong Dal),5300
Uttar Pradesh,Gur(Jaggery),3420
Uttar Pradesh,Lemon,1950
Uttar Pradesh,Masur Dal,4850
Uttar Pradesh,Mousambi(Sweet Lime),2750
Uttar Pradesh,Mustard,3620
Uttar Pradesh,Mustard Oil,8540
Uttar Pradesh,Onion,2030
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Paddy(Dhan),1930
Uttar Pradesh,Potato,530
Uttar Pradesh,Pumpkin,1430
Uttar Pradesh,Rice,2230
Uttar Pradesh,Tomato,660
Uttar Pradesh,Wheat,1625
Uttar Pradesh,Apple,5800
Uttar Pradesh,Arhar Dal(Tur Dal),6320
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5120
Uttar Pradesh,Bengal Gram(Gram),4980
Uttar Pradesh,Black Gram Dal (Urd Dal),5280
Uttar Pradesh,Brinjal,550
Uttar Pradesh,Cabbage,1000
Uttar Pradesh,Carrot,550
Uttar Pradesh,Cauliflower,620
Uttar Pradesh,Garlic,2480
Uttar Pradesh,Ginger(Green),3460
Uttar Pradesh,Green Chilli,4220
Uttar Pradesh,Green Gram Dal (Moong Dal),6030
Uttar Pradesh,Green Peas,1050
Uttar Pradesh,Gur(Jaggery),3330
Uttar Pradesh,Mustard,3240
Uttar Pradesh,Mustard Oil,9080
Uttar Pradesh,Onion,2000
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Paddy(Dhan),1840
Uttar Pradesh,Potato,500
Uttar Pradesh,Rice,2220
Uttar Pradesh,Tomato,680
Uttar Pradesh,Wheat,1530
Uttar Pradesh,Wheat,1540
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1095
Uttar Pradesh,Banana,600
Uttar Pradesh,Ber(Zizyphus/Borehannu),800
Uttar Pradesh,Bottle gourd,800
Uttar Pradesh,Brinjal,600
Uttar Pradesh,Cauliflower,800
Uttar Pradesh,Cucumbar(Kheera),1000
Uttar Pradesh,Green Chilli,1800
Uttar Pradesh,Jack Fruit,1600
Uttar Pradesh,Lemon,1500
Uttar Pradesh,Papaya,700
Uttar Pradesh,Peas(Dry),1000
Uttar Pradesh,Potato,400
Uttar Pradesh,Raddish,400
Uttar Pradesh,Tomato,800
Uttar Pradesh,Apple,6000
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1085
Uttar Pradesh,Banana,2250
Uttar Pradesh,Banana - Green,1250
Uttar Pradesh,Barley (Jau),1650
Uttar Pradesh,Bottle gourd,800
Uttar Pradesh,Brinjal,520
Uttar Pradesh,Cabbage,520
Uttar Pradesh,Capsicum,1850
Uttar Pradesh,Carrot,550
Uttar Pradesh,Cauliflower,500
Uttar Pradesh,Chikoos(Sapota),2400
Uttar Pradesh,Ginger(Green),2950
Uttar Pradesh,Green Chilli,2350
Uttar Pradesh,Gur(Jaggery),2650
Uttar Pradesh,Lemon,2250
Uttar Pradesh,Maize,1210
Uttar Pradesh,Mustard,3490
Uttar Pradesh,Onion,2200
Uttar Pradesh,Papaya,1600
Uttar Pradesh,Potato,460
Uttar Pradesh,Pumpkin,700
Uttar Pradesh,Rice,2600
Uttar Pradesh,Tomato,650
Uttar Pradesh,Wheat,1580
Uttar Pradesh,Apple,5400
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1070
Uttar Pradesh,Banana,1820
Uttar Pradesh,Bottle gourd,870
Uttar Pradesh,Brinjal,750
Uttar Pradesh,Cabbage,675
Uttar Pradesh,Capsicum,2810
Uttar Pradesh,Carrot,480
Uttar Pradesh,Cauliflower,600
Uttar Pradesh,Coriander(Leaves),970
Uttar Pradesh,Cucumbar(Kheera),2410
Uttar Pradesh,Field Pea,1300
Uttar Pradesh,Ginger(Green),2350
Uttar Pradesh,Green Chilli,1880
Uttar Pradesh,Gur(Jaggery),2800
Uttar Pradesh,Lemon,2250
Uttar Pradesh,Onion,2840
Uttar Pradesh,Papaya,1450
Uttar Pradesh,Potato,425
Uttar Pradesh,Pumpkin,850
Uttar Pradesh,Raddish,310
Uttar Pradesh,Rice,2510
Uttar Pradesh,Spinach,390
Uttar Pradesh,Tomato,740
Uttar Pradesh,Wheat,1635
Uttar Pradesh,Apple,5020
Uttar Pradesh,Arhar Dal(Tur Dal),6200
Uttar Pradesh,Banana - Green,1360
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5260
Uttar Pradesh,Bengal Gram(Gram),4780
Uttar Pradesh,Black Gram Dal (Urd Dal),6150
Uttar Pradesh,Brinjal,1040
Uttar Pradesh,Carrot,580
Uttar Pradesh,Cauliflower,600
Uttar Pradesh,Green Chilli,1960
Uttar Pradesh,Green Gram Dal (Moong Dal),6350
Uttar Pradesh,Gur(Jaggery),2830
Uttar Pradesh,Masur Dal,5100
Uttar Pradesh,Mustard Oil,8450
Uttar Pradesh,Onion,2350
Uttar Pradesh,Paddy(Dhan),3300
Uttar Pradesh,Papaya,1520
Uttar Pradesh,Potato,360
Uttar Pradesh,Pumpkin,920
Uttar Pradesh,Raddish,400
Uttar Pradesh,Rice,2640
Uttar Pradesh,Tomato,725
Uttar Pradesh,Wheat,1675
Uttar Pradesh,White Peas,3060
Uttar Pradesh,Wheat,1654
Uttar Pradesh,Brinjal,750
Uttar Pradesh,Cabbage,400
Uttar Pradesh,Green Chilli,1460
Uttar Pradesh,Potato,400
Uttar Pradesh,Raddish,400
Uttar Pradesh,Apple,4850
Uttar Pradesh,Banana - Green,1450
Uttar Pradesh,Bengal Gram(Gram),4850
Uttar Pradesh,Bottle gourd,1500
Uttar Pradesh,Brinjal,1800
Uttar Pradesh,Carrot,900
Uttar Pradesh,Cauliflower,1150
Uttar Pradesh,Green Chilli,2500
Uttar Pradesh,Groundnut,4525
Uttar Pradesh,Gur(Jaggery),2825
Uttar Pradesh,Mustard,3720
Uttar Pradesh,Mustard Oil,8450
Uttar Pradesh,Onion,2400
Uttar Pradesh,Papaya,2100
Uttar Pradesh,Pomegranate,4500
Uttar Pradesh,Potato,350
Uttar Pradesh,Raddish,485
Uttar Pradesh,Rice,2680
Uttar Pradesh,Tomato,830
Uttar Pradesh,Wheat,1775
Uttar Pradesh,Apple,5350
Uttar Pradesh,Bengal Gram(Gram),4750
Uttar Pradesh,Bottle gourd,1100
Uttar Pradesh,Brinjal,1050
Uttar Pradesh,Cabbage,750
Uttar Pradesh,Green Chilli,1880
Uttar Pradesh,Gur(Jaggery),2460
Uttar Pradesh,Lemon,2100
Uttar Pradesh,Mousambi(Sweet Lime),2500
Uttar Pradesh,Mustard,3560
Uttar Pradesh,Mustard Oil,8150
Uttar Pradesh,Onion,2700
Uttar Pradesh,Papaya,1150
Uttar Pradesh,Potato,390
Uttar Pradesh,Raddish,450
Uttar Pradesh,Rice,2680
Uttar Pradesh,Tomato,650
Uttar Pradesh,Wheat,1670
Uttar Pradesh,Carrot,675
Uttar Pradesh,Cauliflower,650
Uttar Pradesh,Green Chilli,1450
Uttar Pradesh,Lemon,2400
Uttar Pradesh,Onion,2375
Uttar Pradesh,Potato,320
Uttar Pradesh,Raddish,340
Uttar Pradesh,Tomato,950
Uttar Pradesh,Cabbage,690
Uttar Pradesh,Carrot,720
Uttar Pradesh,Onion,1960
Uttar Pradesh,Potato,370
Uttar Pradesh,Apple,5600
Uttar Pradesh,Arhar Dal(Tur Dal),6000
Uttar Pradesh,Barley (Jau),1615
Uttar Pradesh,Bengal Gram(Gram),5400
Uttar Pradesh,Black Gram Dal (Urd Dal),5700
Uttar Pradesh,Bottle gourd,1100
Uttar Pradesh,Brinjal,915
Uttar Pradesh,Cauliflower,710
Uttar Pradesh,Ginger(Green),2540
Uttar Pradesh,Green Chilli,2700
Uttar Pradesh,Gur(Jaggery),3350
Uttar Pradesh,Mousambi(Sweet Lime),2500
Uttar Pradesh,Mustard,3720
Uttar Pradesh,Mustard Oil,9530
Uttar Pradesh,Onion,2810
Uttar Pradesh,Potato,520
Uttar Pradesh,Pumpkin,1300
Uttar Pradesh,Raddish,500
Uttar Pradesh,Rice,2150
Uttar Pradesh,Tomato,820
Uttar Pradesh,Wheat,1635
Uttar Pradesh,Bengal Gram(Gram),5400
Uttar Pradesh,Brinjal,900
Uttar Pradesh,Cauliflower,650
Uttar Pradesh,Gur(Jaggery),3400
Uttar Pradesh,Mustard,3700
Uttar Pradesh,Onion,2880
Uttar Pradesh,Rice,2100
Uttar Pradesh,Wheat,1625
Uttar Pradesh,Apple,5535
Uttar Pradesh,Banana - Green,750
Uttar Pradesh,Bengal Gram(Gram),6220
Uttar Pradesh,Bottle gourd,900
Uttar Pradesh,Brinjal,950
Uttar Pradesh,Green Chilli,2140
Uttar Pradesh,Gur(Jaggery),3040
Uttar Pradesh,Lemon,3450
Uttar Pradesh,Lentil(Masur),4020
Uttar Pradesh,Maize,1230
Uttar Pradesh,Mousambi(Sweet Lime),2950
Uttar Pradesh,Mustard,3250
Uttar Pradesh,Onion,3150
Uttar Pradesh,Paddy(Dhan),1430
Uttar Pradesh,Potato,610
Uttar Pradesh,Rice,2175
Uttar Pradesh,Tomato,1500
Uttar Pradesh,Wheat,1550
Uttar Pradesh,White Peas,2950
Uttar Pradesh,Banana - Green,1040
Uttar Pradesh,Bengal Gram(Gram),5230
Uttar Pradesh,Gur(Jaggery),3100
Uttar Pradesh,Mustard,3720
Uttar Pradesh,Onion,2420
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Potato,580
Uttar Pradesh,Rice,2145
Uttar Pradesh,Tomato,910
Uttar Pradesh,Wheat,1615
Uttar Pradesh,Apple,5550
Uttar Pradesh,Arhar Dal(Tur Dal),5840
Uttar Pradesh,Banana - Green,900
Uttar Pradesh,Barley (Jau),1630
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5500
Uttar Pradesh,Bengal Gram(Gram),5080
Uttar Pradesh,Black Gram (Urd Beans),5400
Uttar Pradesh,Black Gram Dal (Urd Dal),6175
Uttar Pradesh,Bottle gourd,1225
Uttar Pradesh,Brinjal,1325
Uttar Pradesh,Cabbage,700
Uttar Pradesh,Capsicum,2130
Uttar Pradesh,Carrot,600
Uttar Pradesh,Cauliflower,730
Uttar Pradesh,Cucumbar(Kheera),1520
Uttar Pradesh,Garlic,2025
Uttar Pradesh,Ginger(Green),2490
Uttar Pradesh,Green Chilli,2300
Uttar Pradesh,Green Gram (Moong),5750
Uttar Pradesh,Groundnut,5170
Uttar Pradesh,Gur(Jaggery),3160
Uttar Pradesh,Lemon,2000
Uttar Pradesh,Lentil(Masur),4230
Uttar Pradesh,Maize,1430
Uttar Pradesh,Mousambi(Sweet Lime),2570
Uttar Pradesh,Mustard,3710
Uttar Pradesh,Mustard Oil,9560
Uttar Pradesh,Onion,2430
Uttar Pradesh,Orange,2565
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Papaya,1530
Uttar Pradesh,Peas cod,1450
Uttar Pradesh,Peas(Dry),2960
Uttar Pradesh,Pomegranate,4160
Uttar Pradesh,Potato,570
Uttar Pradesh,Pumpkin,1200
Uttar Pradesh,Raddish,450
Uttar Pradesh,Rice,2150
Uttar Pradesh,Tomato,925
Uttar Pradesh,Wheat,1615
Uttar Pradesh,Bengal Gram(Gram),6500
Uttar Pradesh,Gur(Jaggery),3600
Uttar Pradesh,Onion,3500
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Potato,750
Uttar Pradesh,Rice,2000
Uttar Pradesh,Wheat,1625
Uttar Pradesh,White Peas,2600
Uttar Pradesh,Lentil(Masur),3000
Uttar Pradesh,Mustard,3400
Uttar Pradesh,Mustard Oil,8300
Uttar Pradesh,Onion,2500
Uttar Pradesh,Peas(Dry),2200
Uttar Pradesh,Potato,580
Uttar Pradesh,Rice,2000
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",6800
Uttar Pradesh,Wheat,1500
Uttar Pradesh,Gur(Jaggery),3100
Uttar Pradesh,Linseed,4100
Uttar Pradesh,Onion,2050
Uttar Pradesh,Peas(Dry),2525
Uttar Pradesh,Potato,550
Uttar Pradesh,Rice,1950
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",7400
Uttar Pradesh,Wheat,1515
Uttar Pradesh,Black Gram (Urd Beans),3200
Uttar Pradesh,Lentil(Masur),3000
Uttar Pradesh,Mustard,3300
Uttar Pradesh,Peas(Dry),2500
Uttar Pradesh,Wheat,1510
Uttar Pradesh,Apple,5800
Uttar Pradesh,Bengal Gram(Gram),5750
Uttar Pradesh,Lentil(Masur),4240
Uttar Pradesh,Mustard,5900
Uttar Pradesh,Onion,2610
Uttar Pradesh,Paddy(Dhan),1510
Uttar Pradesh,Potato,530
Uttar Pradesh,Rice,2130
Uttar Pradesh,Tomato,1180
Uttar Pradesh,Wheat,1550
Uttar Pradesh,Potato,410
Uttar Pradesh,Wheat,1540
Uttar Pradesh,Garlic,1000
Uttar Pradesh,Apple,8610
Uttar Pradesh,Bengal Gram(Gram),6320
Uttar Pradesh,Ginger(Green),3800
Uttar Pradesh,Green Chilli,1880
Uttar Pradesh,Gur(Jaggery),3110
Uttar Pradesh,Onion,2280
Uttar Pradesh,Paddy(Dhan),1410
Uttar Pradesh,Potato,515
Uttar Pradesh,Tomato,1200
Uttar Pradesh,Wheat,1520
Uttar Pradesh,Apple,5950
Uttar Pradesh,Arhar (Tur/Red Gram),3450
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1100
Uttar Pradesh,Banana,2300
Uttar Pradesh,Bengal Gram(Gram),5800
Uttar Pradesh,Brinjal,880
Uttar Pradesh,Carrot,550
Uttar Pradesh,Cauliflower,640
Uttar Pradesh,Cotton,4450
Uttar Pradesh,Ghee,38750
Uttar Pradesh,Ginger(Green),2650
Uttar Pradesh,Grapes,5500
Uttar Pradesh,Green Chilli,2650
Uttar Pradesh,Green Gram (Moong),4980
Uttar Pradesh,Green Peas,1200
Uttar Pradesh,Guava,1950
Uttar Pradesh,Gur(Jaggery),3050
Uttar Pradesh,Lemon,2500
Uttar Pradesh,Maize,1185
Uttar Pradesh,Mousambi(Sweet Lime),2400
Uttar Pradesh,Onion,2500
Uttar Pradesh,Paddy(Dhan),3320
Uttar Pradesh,Paddy(Dhan),3020
Uttar Pradesh,Paddy(Dhan),3610
Uttar Pradesh,Papaya,2200
Uttar Pradesh,Peas(Dry),3010
Uttar Pradesh,Pomegranate,5900
Uttar Pradesh,Potato,400
Uttar Pradesh,Pumpkin,1200
Uttar Pradesh,Raddish,475
Uttar Pradesh,Rice,2545
Uttar Pradesh,Sweet Potato,1360
Uttar Pradesh,Tomato,670
Uttar Pradesh,Wheat,1635
Uttar Pradesh,Onion,2200
Uttar Pradesh,Potato,250
Uttar Pradesh,Tomato,900
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1025
Uttar Pradesh,Maize,1050
Uttar Pradesh,Paddy(Dhan),1590
Uttar Pradesh,Paddy(Dhan),2450
Uttar Pradesh,Paddy(Dhan),2745
Uttar Pradesh,Potato,265
Uttar Pradesh,Wheat,1625
Uttar Pradesh,Wheat,1546
Uttar Pradesh,Bottle gourd,900
Uttar Pradesh,Brinjal,880
Uttar Pradesh,Cabbage,800
Uttar Pradesh,Carrot,700
Uttar Pradesh,Cauliflower,820
Uttar Pradesh,Garlic,2900
Uttar Pradesh,Ginger(Green),2800
Uttar Pradesh,Green Chilli,2000
Uttar Pradesh,Lentil(Masur),2700
Uttar Pradesh,Onion,1900
Uttar Pradesh,Potato,520
Uttar Pradesh,Pumpkin,1150
Uttar Pradesh,Raddish,560
Uttar Pradesh,Rice,2150
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",7100
Uttar Pradesh,Tomato,700
Uttar Pradesh,Wheat,1495
Uttar Pradesh,Peas(Dry),2460
Uttar Pradesh,Lentil(Masur),2890
Uttar Pradesh,Peas(Dry),2370
Uttar Pradesh,Bottle gourd,860
Uttar Pradesh,Brinjal,890
Uttar Pradesh,Cabbage,725
Uttar Pradesh,Cauliflower,780
Uttar Pradesh,Green Chilli,2010
Uttar Pradesh,Lentil(Masur),2745
Uttar Pradesh,Mustard,3295
Uttar Pradesh,Onion,1920
Uttar Pradesh,Potato,510
Uttar Pradesh,Pumpkin,1000
Uttar Pradesh,Raddish,550
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",7145
Uttar Pradesh,Tomato,670
Uttar Pradesh,Wheat,1505
Uttar Pradesh,White Peas,2521
Uttar Pradesh,Bottle gourd,950
Uttar Pradesh,Brinjal,950
Uttar Pradesh,Lentil(Masur),2905
Uttar Pradesh,Onion,1950
Uttar Pradesh,Peas(Dry),2545
Uttar Pradesh,Potato,525
Uttar Pradesh,Pumpkin,1225
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",7402
Uttar Pradesh,Tomato,950
Uttar Pradesh,Wheat,1503
Uttar Pradesh,Apple,5800
Uttar Pradesh,Arhar Dal(Tur Dal),6150
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5750
Uttar Pradesh,Bengal Gram(Gram),5100
Uttar Pradesh,Black Gram Dal (Urd Dal),5650
Uttar Pradesh,Bottle gourd,1220
Uttar Pradesh,Carrot,900
Uttar Pradesh,Cauliflower,730
Uttar Pradesh,Gur(Jaggery),3330
Uttar Pradesh,Maize,1430
Uttar Pradesh,Mousambi(Sweet Lime),2400
Uttar Pradesh,Mustard,3740
Uttar Pradesh,Onion,2700
Uttar Pradesh,Paddy(Dhan),1560
Uttar Pradesh,Peas(Dry),2980
Uttar Pradesh,Pomegranate,4450
Uttar Pradesh,Potato,560
Uttar Pradesh,Pumpkin,1480
Uttar Pradesh,Raddish,450
Uttar Pradesh,Rice,2125
Uttar Pradesh,Tomato,800
Uttar Pradesh,Wheat,1630
Uttar Pradesh,Apple,5120
Uttar Pradesh,Arhar Dal(Tur Dal),6000
Uttar Pradesh,Bengal Gram(Gram),5920
Uttar Pradesh,Bottle gourd,880
Uttar Pradesh,Brinjal,810
Uttar Pradesh,Carrot,660
Uttar Pradesh,Cauliflower,860
Uttar Pradesh,Garlic,3040
Uttar Pradesh,Ginger(Green),2650
Uttar Pradesh,Green Chilli,2600
Uttar Pradesh,Gur(Jaggery),3610
Uttar Pradesh,Mousambi(Sweet Lime),1790
Uttar Pradesh,Mustard,3690
Uttar Pradesh,Mustard Oil,9800
Uttar Pradesh,Onion,3020
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Peas cod,1510
Uttar Pradesh,Peas(Dry),3010
Uttar Pradesh,Pomegranate,4120
Uttar Pradesh,Potato,520
Uttar Pradesh,Raddish,340
Uttar Pradesh,Rice,2100
Uttar Pradesh,Tomato,700
Uttar Pradesh,Wheat,1600
Uttar Pradesh,Ginger(Green),1945
Uttar Pradesh,Peas(Dry),2600
Uttar Pradesh,Potato,560
Uttar Pradesh,Tomato,560
Uttar Pradesh,Wheat,1500
Uttar Pradesh,Gur(Jaggery),2900
Uttar Pradesh,Lentil(Masur),2900
Uttar Pradesh,Onion,2000
Uttar Pradesh,Peas(Dry),2300
Uttar Pradesh,Potato,550
Uttar Pradesh,Rice,2400
Uttar Pradesh,Wheat,1550
Uttar Pradesh,Apple,5380
Uttar Pradesh,Barley (Jau),1325
Uttar Pradesh,Bengal Gram(Gram),3610
Uttar Pradesh,Bottle gourd,1000
Uttar Pradesh,Brinjal,950
Uttar Pradesh,Onion,1600
Uttar Pradesh,Potato,500
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",6900
Uttar Pradesh,Tomato,560
Uttar Pradesh,Apple,5600
Uttar Pradesh,Barley (Jau),1300
Uttar Pradesh,Lentil(Masur),2860
Uttar Pradesh,Mustard,3160
Uttar Pradesh,Onion,2240
Uttar Pradesh,Peas(Dry),2500
Uttar Pradesh,Potato,540
Uttar Pradesh,Wheat,1540
Uttar Pradesh,Onion,1730
Uttar Pradesh,Paddy(Dhan),3240
Uttar Pradesh,Potato,560
Uttar Pradesh,Tomato,540
Uttar Pradesh,Banana,960
Uttar Pradesh,Brinjal,350
Uttar Pradesh,Cauliflower,350
Uttar Pradesh,Potato,300
Uttar Pradesh,Apple,4150
Uttar Pradesh,Banana,800
Uttar Pradesh,Carrot,600
Uttar Pradesh,Gur(Jaggery),2400
Uttar Pradesh,Onion,1700
Uttar Pradesh,Potato,450
Uttar Pradesh,Raddish,320
Uttar Pradesh,Tomato,850
Uttar Pradesh,Apple,7300
Uttar Pradesh,Arhar Dal(Tur Dal),6100
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1020
Uttar Pradesh,Banana,2300
Uttar Pradesh,Bengal Gram Dal (Chana Dal),6050
Uttar Pradesh,Bengal Gram(Gram),5100
Uttar Pradesh,Black Gram Dal (Urd Dal),6240
Uttar Pradesh,Brinjal,750
Uttar Pradesh,Green Gram (Moong),4600
Uttar Pradesh,Gur(Jaggery),3050
Uttar Pradesh,Maize,1150
Uttar Pradesh,Mustard,3510
Uttar Pradesh,Mustard Oil,8300
Uttar Pradesh,Onion,2500
Uttar Pradesh,Paddy(Dhan),2300
Uttar Pradesh,Potato,490
Uttar Pradesh,Rice,2240
Uttar Pradesh,Tomato,850
Uttar Pradesh,Wheat,1570
Uttar Pradesh,White Peas,2400
Uttar Pradesh,Apple,6800
Uttar Pradesh,Banana,2400
Uttar Pradesh,Gur(Jaggery),3000
Uttar Pradesh,Maize,1150
Uttar Pradesh,Mustard,3600
Uttar Pradesh,Mustard Oil,8550
Uttar Pradesh,Onion,2000
Uttar Pradesh,Paddy(Dhan),1480
Uttar Pradesh,Pomegranate,6100
Uttar Pradesh,Potato,475
Uttar Pradesh,Pumpkin,680
Uttar Pradesh,Rice,2230
Uttar Pradesh,Tomato,900
Uttar Pradesh,Wheat,1550
Uttar Pradesh,Arhar (Tur/Red Gram),4625
Uttar Pradesh,Arhar Dal(Tur Dal),6300
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1220
Uttar Pradesh,Barley (Jau),1545
Uttar Pradesh,Bengal Gram(Gram),5100
Uttar Pradesh,Black Gram Dal (Urd Dal),5400
Uttar Pradesh,Brinjal,510
Uttar Pradesh,Cauliflower,425
Uttar Pradesh,Garlic,3000
Uttar Pradesh,Ginger(Green),3025
Uttar Pradesh,Guava,1200
Uttar Pradesh,Gur(Jaggery),3325
Uttar Pradesh,Maize,1250
Uttar Pradesh,Mustard,3625
Uttar Pradesh,Mustard Oil,9000
Uttar Pradesh,Onion,2675
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Potato,515
Uttar Pradesh,Rice,2400
Uttar Pradesh,Tomato,625
Uttar Pradesh,Wheat,1570
Uttar Pradesh,Maize,1050
Uttar Pradesh,Paddy(Dhan),1555
Uttar Pradesh,Wheat,1550
Uttar Pradesh,Apple,5450
Uttar Pradesh,Arhar (Tur/Red Gram),3880
Uttar Pradesh,Arhar Dal(Tur Dal),5630
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1050
Uttar Pradesh,Banana - Green,1265
Uttar Pradesh,Barley (Jau),1570
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5000
Uttar Pradesh,Bengal Gram(Gram),4150
Uttar Pradesh,Black Gram (Urd Beans),3550
Uttar Pradesh,Bottle gourd,1325
Uttar Pradesh,Chili Red,9000
Uttar Pradesh,Ginger(Green),2575
Uttar Pradesh,Green Gram (Moong),4750
Uttar Pradesh,Gur(Jaggery),2950
Uttar Pradesh,Lentil(Masur),3575
Uttar Pradesh,Maize,1280
Uttar Pradesh,Mousambi(Sweet Lime),2825
Uttar Pradesh,Mustard,3350
Uttar Pradesh,Onion,1800
Uttar Pradesh,Papaya,1660
Uttar Pradesh,Peas(Dry),2550
Uttar Pradesh,Pomegranate,5000
Uttar Pradesh,Potato,495
Uttar Pradesh,Pumpkin,1600
Uttar Pradesh,Rice,2160
Uttar Pradesh,Tomato,650
Uttar Pradesh,Turmeric,9525
Uttar Pradesh,Wheat,1615
Uttar Pradesh,Apple,4800
Uttar Pradesh,Arhar (Tur/Red Gram),3300
Uttar Pradesh,Arhar Dal(Tur Dal),5400
Uttar Pradesh,Banana,1960
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5250
Uttar Pradesh,Bengal Gram(Gram),3800
Uttar Pradesh,Brinjal,800
Uttar Pradesh,Carrot,825
Uttar Pradesh,Gur(Jaggery),2850
Uttar Pradesh,Mustard,3400
Uttar Pradesh,Onion,2200
Uttar Pradesh,Paddy(Dhan),1560
Uttar Pradesh,Peas(Dry),2480
Uttar Pradesh,Potato,420
Uttar Pradesh,Pumpkin,1350
Uttar Pradesh,Rice,2100
Uttar Pradesh,Tomato,650
Uttar Pradesh,Wheat,1590
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1110
Uttar Pradesh,Barley (Jau),1405
Uttar Pradesh,Bengal Gram(Gram),4000
Uttar Pradesh,Maize,1400
Uttar Pradesh,Mustard,3400
Uttar Pradesh,Paddy(Dhan),1560
Uttar Pradesh,Potato,480
Uttar Pradesh,Tomato,820
Uttar Pradesh,Wheat,1490
Uttar Pradesh,Mustard,3000
Uttar Pradesh,Paddy(Dhan),1550
Uttar Pradesh,Potato,400
Uttar Pradesh,Tomato,400
Uttar Pradesh,Wheat,1500
Uttar Pradesh,Wheat,1630
Uttar Pradesh,Cauliflower,460
Uttar Pradesh,Onion,930
Uttar Pradesh,Paddy(Dhan),1500
Uttar Pradesh,Wheat,1600
Uttar Pradesh,Wheat,1525
Uttar Pradesh,Gur(Jaggery),3230
Uttar Pradesh,Gur(Jaggery),740
Uttar Pradesh,Gur(Jaggery),2410
