Rajasthan,Cotton,7120.5
Rajasthan,Sugarcane,300407.04000000004
Sikkim,Rice,28860.0
Sikkim,Maize,10486.0
Sikkim,Ragi,5370.0
Sikkim,Wheat,16709.0
Sikkim,Barley,12524.800000000001
Sikkim,Mustard,14616.0
Sikkim,Soyabean,16324.98
Tamil Nadu,Rice,57794.985145386003
Tamil Nadu,Jowar,7025.7626203632199
Tamil Nadu,Bajra,9262.2879006863459
Tamil Nadu,Maize,27398.497287443268
Tamil Nadu,Ragi,10112.409526560601
Tamil Nadu,Gram,12773.798927708121
Tamil Nadu,Tur,12661.389598316
Tamil Nadu,Groundnut,82063.383155603005
Tamil Nadu,Sunflower,18872.845845559499
Tamil Nadu,Cotton,12577.889828947536
Tamil Nadu,Jute,14400.0
Tamil Nadu,Sugarcane,592595.76760380017
Tripura,Rice,64695.300000000003
Tripura,Maize,6993.0
Tripura,Wheat,28530.25
Tripura,Tur,14880.0
Tripura,Groundnut,20782.5
Tripura,Mustard,16569.0
Tripura,Cotton,5656.0
Tripura,Jute,14970.0
Tripura,Mesta,20550.0
Tripura,Sugarcane,281004.58000000002
Uttarakhand,Rice,38860.0
Uttarakhand,Maize,9569.0
Uttarakhand,Ragi,8388.0
Uttarakhand,Wheat,23409.75
Uttarakhand,Barley,11227.0
Uttarakhand,Gram,17603.260000000002
Uttarakhand,Tur,16660.0
Uttarakhand,Groundnut,23247.5
Uttarakhand,Mustard,13965.0
Uttarakhand,Soyabean,21181.019999999997
Uttarakhand,Sugarcane,342558.02000000002
Uttar Pradesh,Rice,44367.515384615384
Uttar Pradesh,Jowar,8299.0
Uttar Pradesh,Bajra,10326.77
Uttar Pradesh,Maize,18885.665476190476
Uttar Pradesh,Ragi,7878.0
Uttar Pradesh,Wheat,42086.089361702128
Uttar Pradesh,Barley,21372.5
Uttar Pradesh,Gram,16709.790000000001
Uttar Pradesh,Tur,20680.0
Uttar Pradesh,Groundnut,34461.131249999999
Uttar Pradesh,Mustard,36693.808139534878
Uttar Pradesh,Soyabean,19584.0
Uttar Pradesh,Sunflower,22950.0
Uttar Pradesh,Cotton,8366.0
Uttar Pradesh,Jute,12600.0
Uttar Pradesh,Sugarcane,336029.98000000004
West Bengal,Rice,70540.595344424422
West Bengal,Jowar,4261.06280973906
West Bengal,Maize,17322.975163826501
West Bengal,Ragi,6822.0512901971997
West Bengal,Wheat,38134.312461174814
West Bengal,Barley,11632.982302047092
West Bengal,Gram,16562.753300741515
West Bengal,Tur,15894.900091832002
West Bengal,Groundnut,33907.907663095502
West Bengal,Mustard,31810.667035399027
West Bengal,Soyabean,11514.999999999342
West Bengal,Sunflower,18086.958123121502
West Bengal,Cotton,9289.8840159655247
West Bengal,Jute,85574.909081809543
West Bengal,Mesta,24591.3462185715
West Bengal,Sugarcane,433229.77040259744
A & N Islands,Rice,56760.0
D & N Haveli,Rice,34340.0
D & N Haveli,Jowar,10320.0
D & N Haveli,Ragi,9072.0
D & N Haveli,Wheat,22870.75
D & N Haveli,Tur,16260.0
Daman & Diu,Rice,39617.647058823997
Delhi,Rice,56040.0
Delhi,Jowar,7654.0
Delhi,Bajra,13363.16
Delhi,Wheat,47787.25
Delhi,Barley,10300.0
Delhi,Mustard,14700.0
Puducherry,Rice,50200.0
Puducherry,Bajra,7610.0
Puducherry,Groundnut,38377.5
Puducherry,Cotton,105216.75
Puducherry,Sugarcane,502577.04000000004
